Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short interest % change,Previous volume delta,Open/close % change,Total Volume/Shares Outstanding
MJ,20201118,781610.0,9707.0,2048806,B/Q/N,13.66,13.38,-0.012546,0.38149536852195864,0.026103013844916534,-0.16063191678776315,-0.020497803806734945,0.036038803869832894
MO,20201118,1465060.0,15127.0,7850456,B/Q/N,41.21,40.17,-0.024763,0.18662100647401883,0.09176428845689716,-0.14167958628079114,-0.025236593059936887,0.004224265519775782
MOS,20201118,769396.0,25950.0,4556890,B/Q/N,19.11,19.19,0.012131000000000001,0.16884234642486431,0.05775345538413704,0.06583596348798035,0.004186289900575711,0.012020601555652167
MPC,20201118,828620.0,5310.0,9135964,B/Q/N,40.89,38.54,-0.050973,0.09069869364634099,0.01060757647997515,0.6062888848801836,-0.057471264367816126,0.01404127184386568
MRK,20201118,713965.0,19591.0,8280683,B/Q/N,81.43,80.25,-0.015337,0.08622054485119163,0.021330461838495157,0.5114376090591164,-0.014490973842564248,0.0032729526835290268
MRNA,20201118,4586969.0,15149.0,21823450,B/Q/N,93.87,88.89,-0.045732999999999996,0.2101853281676362,0.03022770860364521,0.17478829161322998,-0.053052093320549734,0.05515009529514037
MRVL,20201118,547235.0,4032.0,5156844,B/Q/N,42.81,43.09,0.002909,0.10611819942585038,-0.08076217891672802,-0.531177033980011,0.006540527914038802,0.007694942263312046
MS,20201118,1598219.0,4009.0,11536660,B/Q/N,59.0,58.81,0.0,0.13853394309964928,0.022231315360622825,0.18548927407322155,-0.003220338983050809,0.006376669893834653
MSFT,20201118,2618910.0,19703.0,28372789,B/Q/N,213.65,211.08,-0.015761,0.09230358002521359,-0.00029414528023678777,-0.03627616896667304,-0.012029019424292034,0.003752768220013054
MTDR,20201118,454143.0,2333.0,3121512,B/Q/N,9.23,9.09,0.0,0.14548814805132898,-0.08365212749994172,0.0935422575473919,-0.015167930660888469,0.02671686479366088
MU,20201118,4246329.0,24578.0,18734474,B/Q/N,61.5,60.74,-0.020165000000000002,0.22665856538059195,0.0437676833526921,0.2687969056604898,-0.01235772357723574,0.01682905780036742
MUR,20201118,651514.0,10152.0,4043851,B/Q/N,9.77,9.36,-0.021943999999999998,0.16111226650042249,-0.025554349980975416,0.08718794284578972,-0.04196519959058344,0.026327390626055408
NCLH,20201118,16035558.0,74344.0,71591713,B/Q/N,20.67,20.46,-0.07252900000000001,0.223986231479054,-0.08219136330540572,1.663992579252069,-0.010159651669085671,0.2597327805096251
NEE,20201118,803301.0,5911.0,6502247,B/Q/N,77.32,75.79,-0.010704,0.12354206169036643,0.02926973518723583,-0.05809706620404794,-0.019787894464562687,0.0033190408266553163
NEM,20201118,539872.0,2552.0,5933250,B/Q/N,64.4,61.56,-0.046025,0.09099094088400118,-0.0030106630289110925,-0.2638910669196932,-0.04409937888198762,0.007385561117914131
NFLX,20201118,460324.0,475.0,3629237,B/Q/N,481.95,481.79,0.0024129999999999998,0.1268376796555309,0.005107965407908144,-0.33536933763962923,-0.00033198464571006984,0.00821475330024553
NIO,20201118,100642358.0,298404.0,271678314,B/Q/N,45.75,45.06,-0.03284,0.37044678509010476,0.03216432615719339,0.5128442712389357,-0.015081967213114705,0.32656466331425027
NKLA,20201118,18655362.0,69888.0,54649383,B/Q/N,22.18,25.42,0.153881,0.341364549349075,0.13027208578055174,1.6590775460967122,0.146077547339946,0.1422836156934315
NLOK,20201118,707825.0,1909.0,6647976,B/Q/N,18.92,18.84,-0.002647,0.10647225561584459,-0.09401695507734276,-0.3092640924193019,-0.004228329809725256,0.011232163851180652
NLY,20201118,4220963.0,89101.0,20204680,B/Q/N,7.96,7.97,0.010139,0.20891016338788834,0.022421885985161538,0.5248757551858295,0.001256281407035149,0.01445020070505938
NOV,20201118,641707.0,1055.0,4716947,B/Q/N,12.34,11.94,-0.021311,0.13604286840619578,-0.08323461475527733,-0.09773442144558457,-0.032414910858995165,0.01214881206669115
NRZ,20201118,444651.0,18.0,3190338,B/Q/N,8.65,8.49,-0.015081,0.13937426065827507,0.018718764506228627,-0.1855725290807875,-0.01849710982658961,0.007673794510502722
NUGT,20201118,1090929.0,1590.0,3551736,B/Q/N,73.46,69.21,-0.063211,0.3071537411564373,0.0395120179224937,0.27462035775998966,-0.05785461475632998,0.27317036853360294
NVDA,20201118,1933114.0,2746.0,12773133,B/Q/N,538.61,537.15,0.000484,0.15134219615500755,-0.035664960773836046,0.2623436713390586,-0.0027106811978983613,0.02067807364696155
NYCB,20201118,778832.0,0.0,4252219,Q/N,9.04,8.98,-0.001112,0.18315895771125618,0.03714363290570635,0.05488440655016732,-0.00663716814159278,0.009166170227277412
OKE,20201118,802059.0,4536.0,4443121,B/Q/N,33.23,32.31,-0.030021,0.18051702845814913,0.0684591767080835,0.07186718376074974,-0.027685826060788284,0.009998080231853014
ON,20201118,1235967.0,9.0,9452676,B/Q/N,28.13,27.6,-0.019886,0.13075313276367453,-0.007450187572101141,0.08839540516283025,-0.01884109491645921,0.022986709816985862
ORCL,20201118,770068.0,1249.0,8998775,B/Q/N,57.12,56.25,-0.015231,0.08557475878661262,-0.02843537735795508,0.16497502212459267,-0.015231092436974746,0.0029887444758694036
OSTK,20201118,709987.0,1006.0,3382880,B/Q/N,57.29,57.35,-0.016464,0.2098764957669205,0.04774861126430893,0.0870070257912249,0.0010473031942747823,0.07910372371949784
OVV,20201118,850812.0,8132.0,5143336,B/Q/N,12.5,12.27,-0.0016270000000000002,0.1654202642020665,0.06359636424369695,0.11695027995768766,-0.018400000000000034,0.019792659898832443
OXY,20201118,4208255.0,18608.0,29659874,B/Q/N,13.08,12.87,-0.009238,0.14188377873756308,0.012348583629590959,0.03717711780332926,-0.0160550458715597,0.03185091449266204
PAA,20201118,1771132.0,3546.0,8440450,B/Q/N,8.38,8.19,-0.020335000000000002,0.20983857495749633,0.0921233246323708,0.4538838505197702,-0.022673031026253135,0.011586439570300483
PACB,20201118,450222.0,18727.0,2344389,B/Q/N,15.28,15.34,0.006562,0.19204236157054141,-0.0016562421087464307,-0.7967692540016551,0.003926701570680661,0.012521898202194374
PBF,20201118,826593.0,16744.0,5187345,B/Q/N,7.64,7.07,-0.049731,0.15934799015681433,0.046179520300799456,-0.1808236414965532,-0.07460732984293186,0.04318184746878302
PBR,20201118,3227504.0,33799.0,27629964,B/Q/N,9.25,9.07,-0.005482,0.11681173381188625,0.013806499424598773,0.00014475512439112988,-0.019459459459459427,0.003712480248158444
PCG,20201118,7624995.0,25600.0,51663622,B/Q/N,12.1,12.65,0.079352,0.1475892456785163,-0.015482635861507055,2.0657257142830017,0.04545454545454551,0.0260327076305817
PDD,20201118,3726994.0,101732.0,19277258,B/Q/N,129.88,132.38,7.6e-05,0.19333631370187607,-0.014283183098246388,0.6120440498500201,0.01924853711117955,0.007097515242101182
PE,20201118,489923.0,55.0,5189205,B/Q/N,12.1,11.9,-0.014901,0.09441195713023479,-0.04319991115619515,-0.19547159409091105,-0.016528925619834652,0.013704011504830345
PEIX,20201118,1560833.0,3781.0,5646171,B/Q/N,5.9277,5.55,-0.052901,0.27644097212075225,0.012916165003781677,0.3524378354943099,-0.06371779948377954,0.08243189260200112
PENN,20201118,1578341.0,14959.0,5691142,B/Q/N,64.9,67.17,0.02675,0.2773329149053037,0.10132553662688795,0.4983881736917931,0.034976887519260334,0.036640385201812765
PFE,20201118,9674940.0,34691.0,63442680,B/Q/N,36.93,36.32,0.007769000000000001,0.15249891713275668,-0.03786627664817602,0.13373110531700821,-0.016517736257784982,0.01141384549843274
PFF,20201118,800235.0,0.0,3819271,B/Q/N,37.64,37.54,-0.003715,0.20952558747467775,-0.030174811331065393,0.17872404383221394,-0.0026567481402763396,0.007816764224314368
PINS,20201118,1210654.0,19225.0,9875878,B/Q/N,63.4,64.45,0.017364,0.12258697403916897,-0.0832860445353961,-0.38204017364159787,0.016561514195583663,0.019332010079133006
PK,20201118,323690.0,6584.0,4579399,B/Q/N,15.01,14.85,-0.010660000000000001,0.07068394782808836,-0.18949989102864673,-0.33870243610384543,-0.010659560293137917,0.019436122539478302
PLTR,20201118,29305945.0,322840.0,89957892,B/Q/N,18.28,17.9,0.002801,0.32577402992057664,0.029010701567261543,0.9128605675689814,-0.020787746170678474,0.06111964346274715
PLUG,20201118,6938745.0,190960.0,34964955,B/Q/N,23.37,23.22,0.010444,0.19844856085185866,0.00835503922043862,-0.4114443939051113,-0.006418485237484044,0.0841316146133884
PM,20201118,360321.0,5701.0,3703827,B/Q/N,78.73,77.47,-0.01161,0.09728343143456754,-0.017518045196165982,-0.19243033786725805,-0.0160040645243237,0.00237834013766983
PSQ,20201118,222689.0,10.0,2255049,B/Q/N,15.56,15.67,0.008366,0.09875129099190307,0.023064539186827687,-0.337046673251958,0.00706940874035986,0.0584777698541329
PSX,20201118,501017.0,2585.0,4151026,B/Q/N,64.76,60.75,-0.055797,0.12069714812675228,-0.050283903304578825,-0.0953465230446553,-0.061920938851142755,0.009503260627053077
PTON,20201118,2407101.0,9073.0,11144418,B/Q/N,101.49,104.49,0.019514,0.21599162917255976,-0.06002300455694615,-0.600878106857942,0.02955956251847473,0.04361588486364281
PYPL,20201118,901824.0,3573.0,8095357,B/Q/N,192.59,190.12,-0.011335999999999999,0.11140015196365027,-0.05390667404707894,-0.11542442730491707,-0.01282517264655485,0.006909118027298593
QCOM,20201118,1201438.0,7607.0,12124506,B/Q/N,149.24,147.05,-0.011362,0.09909170732399324,-0.026134700572159456,0.1860375438974048,-0.014674350040203683,0.010720164456233422
QID,20201118,1458767.0,56676.0,6243010,B/Q/N,8.3,8.4,0.016949000000000002,0.23366404987337838,0.044094446534062026,-0.2399897448083701,0.012048192771084293,0.20848789843733512
QQQ,20201118,5088442.0,9261.0,28069619,B/Q/N,291.7,290.11,-0.00739,0.18127933977301225,-0.005331381666751206,-0.22251135233313882,-0.005450805622214518,0.05868621994564081
RCL,20201118,1370021.0,8581.0,5810037,B/Q/N,74.11,74.13,-0.016061000000000002,0.2358024570239398,-0.030117839752910297,-0.44155985085033267,0.0002698691134799085,0.02589857013077286
RF,20201118,593538.0,4219.0,7031342,Q/N,15.68,15.41,-0.013444000000000001,0.08441318883365366,-0.05700124155403109,-0.19537876237398294,-0.017219387755102015,0.0073209296218811944
RKT,20201118,2064414.0,40458.0,10094109,B/Q/N,22.23,21.16,-0.046847,0.20451671365942253,-0.05567922996448088,-0.5116885332121743,-0.0481331533963113,0.08749141531177711
ROKU,20201118,647611.0,776.0,2751930,B/Q/N,235.88,231.99,-0.021676,0.2353297503933603,-0.11250340846939738,-0.6297667565410994,-0.016491436323554293,0.02525021308391238
RRC,20201118,1064967.0,500.0,5059471,B/Q/N,7.42,7.13,-0.024624,0.2104897923122793,-0.033447825813278015,-0.22908373879235683,-0.03908355795148249,0.019737858899150158
RTX,20201118,1647711.0,4339.0,13392598,B/Q/N,69.665,69.51,0.009293000000000001,0.12303146857689598,-0.010595450728971056,0.3227663585518528,-0.0022249336108519503,0.008818366464418552
RUN,20201118,698150.0,3113.0,5080687,B/Q/N,58.32,56.73,-0.030091,0.13741251921246084,-0.034668096161894174,-0.0034028797369967056,-0.027263374485596768,0.02572103265256671
SABR,20201118,3800395.0,8123.0,14562489,B/Q/N,10.06,9.87,-0.00804,0.26097152760081055,0.10280739100515415,0.908577339806184,-0.018886679920477264,0.045899515573073625
SAVE,20201118,2561134.0,25344.0,9940457,B/Q/N,20.66,20.31,0.0059440000000000005,0.25764751057220003,0.005686396831680041,0.20975948677400577,-0.016940948693126883,0.10176733790265419
SBUX,20201118,703957.0,7223.0,6039520,B/Q/N,98.63,97.91,-0.006998,0.11655843510742575,0.05390791314931474,-0.2720441407732639,-0.0073000101389029595,0.00514571014739712
SCHW,20201118,1341811.0,7739.0,15442354,B/Q/N,48.92,47.7,-0.024540000000000003,0.08689160991905767,0.013527112238644251,0.03373284408985732,-0.024938675388389182,0.008592393124651947
SDC,20201118,2575214.0,8112.0,15000971,B/Q/N,10.31,11.28,0.100488,0.17166982057361488,-0.04147378238904548,2.1396788274602816,0.09408341416100861,0.13211278009244937
SDOW,20201118,2496926.0,8806.0,11704973,B/Q/N,13.92,14.52,0.034925000000000005,0.2133218077478692,-0.11869508733199233,0.1307605645449859,0.043103448275862044,0.33796225756998943
SDS,20201118,1825664.0,300.0,9893682,B/Q/N,13.49,13.82,0.023704,0.18452826763585084,0.058702532958821774,0.1457400642881123,0.024462564862861382,0.15508294578723794
SH,20201118,1356632.0,100.0,7286947,B/Q/N,18.73,18.98,0.012266999999999998,0.18617289243355276,0.06903532112745638,-0.13075218813584413,0.013347570742124932,0.059048646536347484
SHY,20201118,359968.0,1400.0,2325192,B/Q/N,86.35,86.34,0.0,0.15481216174836315,-0.018997417909221936,-0.12032039636413988,-0.00011580775911975571,0.009668158004158003
SIRI,20201118,3827420.0,28.0,20547748,B/Q/N,6.425,6.32,-0.014041,0.18626956102440034,0.05581623260137605,-0.09483439600996275,-0.016342412451361796,0.0048353314503918245
SLB,20201118,1523332.0,7008.0,15408276,B/Q/N,20.18,19.97,-0.005973000000000001,0.09886453228122341,0.024510303575829034,-0.06058857388157446,-0.010406342913776059,0.011068925167115417
SLV,20201118,1591194.0,138563.0,16177187,B/Q/N,22.72,22.55,-0.008355,0.09836036388773894,0.01433182652546064,-0.09753484313705692,-0.007482394366197102,0.02642683492608021
SNAP,20201118,2783260.0,19183.0,18370840,B/Q/N,39.31,40.63,0.034632,0.1515042317063346,-0.12479532223270978,-0.4226531736061294,0.03357924192317477,0.01487869508708296
SPCE,20201118,5097269.0,56524.0,18616351,B/Q/N,21.44,22.59,0.05808,0.27380602138410476,-0.0023719829868836806,0.446045184486906,0.05363805970149247,0.07944079225863222
SPG,20201118,1384429.0,1802.0,7493306,B/Q/N,77.87,76.61,-0.029762,0.1847554337164397,0.06735299842829844,0.09477456059957243,-0.016180814177475345,0.024492301260993454
SPR,20201118,3292695.0,36616.0,12393099,B/Q/N,35.04,32.0,-0.052694,0.26568778317675024,0.1319850147462709,0.8182384897165372,-0.08675799086757989,0.11731748541667647
SPWR,20201118,773394.0,17644.0,5334333,B/Q/N,20.58,19.85,-0.028865,0.14498419952410171,0.01215881541133984,-0.4039835414083792,-0.03547133138969859,0.03134901684213351
SPXL,20201118,1222604.0,10984.0,6593603,B/Q/N,64.6299,62.16,-0.035531,0.18542274989865176,-0.01627769235153645,0.01766670195942732,-0.03821605789270925,0.25656041803266855
SPXU,20201118,4110012.0,54878.0,15211391,B/Q/N,6.72,6.97,0.037202,0.2701930415173734,0.0031463813153940756,-0.3167253483483694,0.03720238095238095,0.14104389120032804
SPY,20201118,11635837.0,25463.0,70591299,B/Q/N,360.91,356.28,-0.012035,0.16483386996462554,0.037101089033552304,0.20362224805422247,-0.012828683051176338,0.07809358440805747
SQ,20201118,1368110.0,1659.0,5627316,B/Q/N,187.49,185.54,-0.01256,0.24311945517187947,-0.045301459838244656,-0.3775656140849202,-0.010400554696250557,0.014661877121599349
SQQQ,20201118,7879577.0,58340.0,43998733,B/Q/N,19.23,19.55,0.023559999999999998,0.17908645233034323,-0.01965501165268793,-0.3393307858796508,0.01664066562662508,0.6708239586797133
SRNE,20201118,2837166.0,94187.0,14882290,B/Q/N,6.6,6.85,0.030074999999999998,0.19064041891402467,-0.15644174221631024,-0.6121810712714537,0.03787878787878788,0.05659996509901637
SU,20201118,1353621.0,4157.0,9898426,B/Q/N,15.48,15.36,0.007213000000000001,0.13675113598869154,0.0689102872321781,0.788800832159585,-0.007751937984496188,0.006490129395034757
T,20201118,5620910.0,9279.0,29558856,B/Q/N,29.05,28.62,-0.014123000000000002,0.19015993041137993,0.0358218194269736,-0.2557959337643825,-0.014802065404475033,0.00414802918888577
TEVA,20201118,1108583.0,14057.0,7613164,B/Q/N,9.8,9.48,-0.030674999999999997,0.145613965494504,-0.003583816159578479,-0.09091425809311283,-0.03265306122448982,0.00694649779761255
TFC,20201118,249515.0,1750.0,5332027,B/Q/N,48.33,47.45,-0.014946999999999998,0.04679552447877702,-0.09794866292031743,-0.0770346721282673,-0.018208152286364482,0.003955162493319318
TJX,20201118,1734349.0,5040.0,16395941,B/Q/N,62.63,62.28,0.018646,0.10577916814899492,0.044005192668684606,0.9771382617424058,-0.005588376177550717,0.013673982542473087
TLRY,20201118,1987320.0,39058.0,11712477,B/Q/N,7.3062,7.13,-0.011096,0.16967546659856836,-0.005188111769611509,-0.5695371036407475,-0.0241165037913005,0.0877166171262461
TLT,20201118,1249917.0,1424.0,10333345,B/Q/N,159.44,159.27,0.0028970000000000003,0.1209595731101594,-0.066259580751449,0.7549144199966271,-0.0010662318113396105,0.0907229587357331
TNA,20201118,1465372.0,28570.0,10582354,B/Q/N,50.57,48.09,-0.042223,0.1384731601305343,-0.04570904521842917,0.26625471090345004,-0.04904093335969936,0.4810160909090909
TPR,20201118,328972.0,4099.0,3705895,B/Q/N,28.51,27.98,-0.016866000000000003,0.0887699192772596,0.01655757184272945,-0.2227626265327331,-0.018589968432129116,0.013359128260244605
TQQQ,20201118,3040627.0,40681.0,19292656,B/Q/N,146.26,143.7,-0.02318,0.15760541213195323,0.018753900266612084,-0.39154637117153146,-0.01750307671270342,0.30745268525896413
TSLA,20201118,23077817.0,201271.0,78044024,B/Q/N,448.35,486.64,0.101968,0.29570255116522437,0.023600889437953854,3.496213500826894,0.08540202966432466,0.08233354114306819
TSM,20201118,1318031.0,826.0,8526561,B/Q/N,98.52,96.93,0.012747,0.15457943712594094,-0.0019129984526011223,0.10629230793383598,-0.016138855054811097,0.00032882514060334194
TWTR,20201118,2423007.0,66226.0,9988717,B/Q/N,42.94,43.33,0.011202,0.24257439669178735,0.057673563511849185,-0.0969227600717347,0.009082440614811378,0.012558901284454171
TZA,20201118,5886017.0,42707.0,21150306,B/Q/N,9.38,9.85,0.041226000000000006,0.2782946497322545,0.1499182352904146,0.6026076891322494,0.05010660980810222,0.528869069491215
UAA,20201118,745365.0,1152.0,6423326,B/Q/N,16.34,16.27,0.010559,0.11604035043527294,0.024753053166907762,-0.25983907185326865,-0.004283965728274192,0.034069772190236824
UAL,20201118,5330310.0,16420.0,22481992,B/Q/N,41.49,41.05,0.011084,0.23709242490612042,0.012081954236094816,0.12162725312729417,-0.010604965051819832,0.07726010112348056
UBER,20201118,3481430.0,14657.0,17783508,B/Q/N,48.77,49.11,0.0045000000000000005,0.19576733679316813,0.007767169204285523,-0.07443533085922872,0.006971498872257459,0.010082679248006219
UCO,20201118,358588.0,1044.0,4507436,B/Q/N,28.91,28.76,0.0070030000000000005,0.07955476239707009,0.0019142989734485943,-0.07418877656443265,-0.0051885160843998124,0.13993566252086956
UNG,20201118,626915.0,0.0,3343344,B/Q/N,10.41,10.28,-0.0019420000000000001,0.18751136586603115,0.0666241474560018,-0.21987724655969296,-0.012487992315081728,0.10197913727023197
UPRO,20201118,1016479.0,14439.0,4167818,B/Q/N,68.6833,66.02,-0.036907,0.24388756898693753,0.018116622167153235,0.03996893930263644,-0.03877652937468069,0.17011502040816326
USB,20201118,578945.0,11447.0,7324809,B/Q/N,44.27,43.26,-0.017488,0.07903892101486878,-0.056497960462718294,-0.046313648994169926,-0.02281454709735724,0.004862335836739745
USMV,20201118,110664.0,400.0,2680411,B/Q/N,67.21,66.35,-0.012648999999999999,0.04128620573486678,-0.07308543165872267,0.2776705535898229,-0.012795714923374491,0.0052067035742035745
UVXY,20201118,7538764.0,27298.0,45074822,B/Q/N,12.07,12.88,0.051429,0.16725000045479935,-0.10750329395735689,0.31718982614048413,0.06710853355426681,0.4738188781371086
V,20201118,591545.0,1661.0,6977923,B/Q/N,209.72,207.83,-0.013668,0.0847737930040214,-0.04220264069057529,0.3088391886307924,-0.00901201602136175,0.004138726799093135
VALE,20201118,2294728.0,14585.0,24819817,B/Q/N,12.63,12.4,-0.012739,0.09245547620274558,-0.03376349808857909,-0.08899454721410496,-0.01821060965954081,0.004696742454122834
VCSH,20201118,697798.0,0.0,5056755,B/Q/N,82.93,82.9,-0.000362,0.137993238746983,-0.1003639719307271,2.54341542374841,-0.0003617508742312931,0.012127359183026588
VEA,20201118,1040287.0,0.0,6703850,B/Q/N,44.9,44.6,-0.005352,0.15517754723032287,-0.043912849368414,0.17659953721254806,-0.006681514476614636,0.0036380245888285355
VER,20201118,1318899.0,60800.0,21573539,B/Q/N,7.33,7.13,-0.024624,0.061135032133578085,-0.06590257091965172,0.36198725598653664,-0.027285129604365646,0.01976130522547982
VIAC,20201118,976944.0,20790.0,8265182,B/Q/N,32.5,32.7,0.012697,0.11819993800499493,-0.022578616640958338,-0.10951966619951146,0.0061538461538462414,0.014629169196411447
VLO,20201118,878878.0,16701.0,5562745,B/Q/N,54.57,51.25,-0.053555,0.1579935805074653,0.023247480970907675,-0.12055272230104182,-0.06083928898662269,0.013641226320116258
VOO,20201118,451091.0,4552.0,2647827,B/Q/N,331.63,327.32,-0.012133,0.17036271629528665,-0.07697943339236224,-0.045305864613507496,-0.012996411663601009,0.005005730319314489
VTI,20201118,847739.0,3933.0,3281905,B/Q/N,185.45,183.18,-0.010587,0.2583069893857379,-0.08480086308918844,0.13998021476153855,-0.012240496090590358,0.003302038635745081
VWO,20201118,1373796.0,0.0,8092007,B/Q/N,47.84,47.45,-0.0033610000000000003,0.16977197375138206,0.028547847135618143,-0.0915722858388007,-0.00815217391304349,0.00579264682692142
VXX,20201118,3195113.0,0.0,36478547,B/Q/N,18.11,18.84,0.029508,0.0875888230964901,-0.005375260000177129,0.10981304259941224,0.040309221424627305,1.522171151512845
VZ,20201118,1412660.0,11453.0,11698771,B/Q/N,61.13,60.32,-0.007078,0.12075285515034015,-0.009840837737435132,-0.040842903980174025,-0.013250449860952106,0.002827091400644223
WBA,20201118,3762798.0,208466.0,14434714,B/Q/N,39.9368,38.225,-0.040898000000000004,0.26067700406118194,0.07588818023101246,0.9670303644099855,-0.04286272310250187,0.016669884339521813
WFC,20201118,4158151.0,21511.0,44318288,B/Q/N,25.15,25.06,0.000799,0.09382472084661754,-0.05704586120002307,0.1568576298569341,-0.003578528827037768,0.010719167926037563
WKHS,20201118,3873331.0,92173.0,19396326,B/Q/N,21.8266,22.83,0.063097,0.19969405546184366,-0.09288289433177294,1.6569410596655154,0.04597142935683978,0.16092642214364777
WMB,20201118,684617.0,0.0,13813692,B/Q/N,20.91,20.0,-0.039846,0.04956075464835903,-0.026981058929212237,0.5958442890744498,-0.04351984696317552,0.011382543323060549
WMT,20201118,1508357.0,8775.0,8312289,B/Q/N,149.86,149.09,-0.001875,0.1814610873130133,-0.010545525958483848,0.32601852373262513,-0.005138128920325705,0.0029333146473477074
WORK,20201118,1345380.0,914.0,7736578,B/Q/N,26.87,26.56,-0.006731,0.17389858927293178,0.05445771326423851,-0.4114589121977667,-0.011537030145143366,0.016013585957839742
WYNN,20201118,775829.0,0.0,3339150,B/Q/N,94.55,95.64,0.014962999999999999,0.23234326100953837,0.08406272342948082,-0.3383680359131726,0.01152829190904287,0.030955143830568407
X,20201118,2155812.0,29451.0,11265234,B/Q/N,11.15,10.93,-0.015315,0.19136859474024243,-0.025137529927770186,0.31426864773140245,-0.019730941704035932,0.05111169924263155
XLE,20201118,5130749.0,27276.0,41000176,B/Q/N,36.79,35.42,-0.029057,0.12513968232721734,0.061932833808710466,-0.11908100174412618,-0.03723837999456367,0.13163265528894527
XLF,20201118,7661171.0,64722.0,71578423,B/Q/N,27.72,27.33,-0.009424,0.10703184952817416,0.014470428415799985,0.10014967006848083,-0.01406926406926409,0.09370186084384034
XLI,20201118,1440214.0,11257.0,11882719,B/Q/N,88.31,87.23,-0.004451,0.12120239483909365,-0.0008092438033216326,0.07229920264642085,-0.012229645566753463,0.07057252221219176
XLK,20201118,365228.0,1251.0,4771764,B/Q/N,121.48,120.39,-0.010683,0.07653940974448863,-0.011732489338318275,-0.341305604590438,-0.00897267039841952,0.015842199795975443
XLP,20201118,727555.0,10350.0,7607802,B/Q/N,67.77,66.74,-0.013743,0.09563274648840756,0.01709039531315898,-0.2672224542445183,-0.015198465397668602,0.03687347467954781
XLU,20201118,1847084.0,9082.0,12790752,B/Q/N,65.79,64.17,-0.019557,0.14440777211535336,0.014355200310901955,0.31462935079217436,-0.02462380300957599,0.06498568061969628
XLV,20201118,783607.0,2725.0,9849992,B/Q/N,111.44,109.13,-0.018615,0.07955407476473077,-0.04707912242270569,-0.008598328002238457,-0.020728643216080422,0.04394074794547617
XOM,20201118,3644454.0,58268.0,31068017,B/Q/N,39.02,37.21,-0.037755000000000004,0.117305652304748,0.028686524759845053,-0.08956815288401138,-0.04638646847770379,0.0073477523151169585
XPEV,20201118,6303353.0,91424.0,26428559,B/Q/N,43.29,42.18,-0.017012,0.23850536081062915,-0.018985750694785336,0.061428748945441355,-0.02564102564102563,0.03180251382026334
ZM,20201118,2375757.0,13586.0,10974220,B/Q/N,399.0,415.04,0.033389,0.21648527184619953,-0.09585220126219779,-0.3425100490776992,0.04020050125313288,0.05634821000488059
ZNGA,20201118,3469969.0,1094.0,20150164,B/Q/N,8.04,7.91,-0.008772,0.172205496689754,-0.030423816665395453,-0.19075519837159585,-0.0161691542288556,0.01867486286844697
