Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short delta,Previous volume delta,Open/Close change,Total Volume/Shares Outstanding
BNTX,20201029,489551.0,15654.0,2509063,B/Q/N,81.49,84.81,0.093758,0.19511307607660708,0.04346623181367315,-0.022234735709943415,0.04074119523867969,0.01053460386674913
BP,20201029,2521269.0,6661.0,28286998,B/Q/N,14.98,15.26,0.024161000000000002,0.08913172758735304,-0.024605601659727014,0.019400981964994544,0.018691588785046686,0.001395742509809697
BRK/B,20201029,516725.0,4926.0,0,B/Q/N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRQS,20201029,707785.0,4003.0,2741402,B/Q/N,1.05,0.9611,-0.02466,0.2581835863547192,0.2581835863547192,0.0,-0.08466666666666675,0.06210253326002337
BSV,20201029,441193.0,0.0,1915807,B/Q/N,82.92,82.86,-0.000844,0.2302909426680245,-0.21770793956445758,0.17919979909729195,-0.0007235890014472054,0.005732301350116003
BSX,20201029,3452104.0,3227.0,27743337,B/Q/N,33.98,33.5,-0.016730000000000002,0.12443002080103054,0.027656387713652933,0.5449385209031936,-0.014125956444967537,0.01939178600176347
BTG,20201029,1186511.0,30695.0,5204704,B/Q/N,6.1,6.2,0.006494,0.22796896807195952,-0.04036238100912801,-0.22320830380088405,0.016393442622950907,0.00497925465701757
BTI,20201029,442187.0,446.0,4161720,B/Q/N,31.83,32.31,0.01508,0.10625102121238335,0.10625102121238335,0.0,0.015080113100848383,0.0018139901886716867
BTU,20201029,798169.0,30015.0,2583175,B/Q/N,1.26,1.3,0.015625,0.3089875831099325,-0.034213419388836985,0.13620119295242308,0.03174603174603177,0.026412832310838446
BUD,20201029,744542.0,257.0,2458279,B/Q/N,52.93,53.39,0.006978,0.3028712363405456,0.08378245892299091,-0.484458221423342,0.00869072359720387,0.0014518177398838634
BWA,20201029,911059.0,440.0,5028531,B/Q/N,36.88,35.44,-0.033014999999999996,0.18117796231145836,0.18117796231145836,0.0,-0.03904555314533635,0.020571215503350976
BXRX,20201029,855226.0,34227.0,3686500,B/Q/N,1.07,1.13,0.066038,0.23198860707988608,0.011177470588993044,0.3890846171642854,0.05607476635514003,0.2006301741251131
BYD,20201029,235171.0,1000.0,3098579,B/Q/N,31.37,31.36,0.003841,0.07589640283497694,0.07589640283497694,0.0,-0.00031877590054196883,0.027818168281415475
C,20201029,2751908.0,11334.0,23334551,B/Q/N,41.13,41.66,0.012886,0.11793275988040224,0.004068291956838305,-0.15100889807821244,0.012885971310478823,0.01120775744476465
CARR,20201029,1595743.0,588.0,11949395,B/Q/N,33.79,34.07,0.023123,0.13354173997930438,0.03249465015269698,0.8422618694308264,0.008286475288546941,0.013795749587508139
CAT,20201029,437125.0,25650.0,3866599,B/Q/N,150.6,154.67,0.02322,0.11305154736759618,-0.043808148079845816,-0.31505629450071515,0.027025232403718416,0.007140447001959302
CATB,20201029,958698.0,97253.0,3258633,B/Q/N,1.44,1.39,-0.027972,0.2942025076159236,0.04960143888709215,-0.4374382066154981,-0.03472222222222225,0.17078100992680117
CB,20201029,635161.0,1257.0,3946003,B/Q/N,128.57,132.75,0.04183,0.16096313155362527,0.007754603197815846,-0.07198157887186347,0.03251147234969283,0.008742359754428143
CBRE,20201029,881371.0,983.0,3807047,B/Q/N,45.08,51.3,0.168033,0.2315104068849163,0.2315104068849163,0.0,0.1379769299023957,0.011354903408650112
CCC,20201029,610494.0,8583.0,3840396,B/Q/N,29.59,28.09,-0.060535,0.15896641908803155,0.15896641908803155,0.0,-0.05069280162216965,0.006357738231043481
CCIV,20201029,637943.0,0.0,1652882,Q/N,9.66,9.65,0.0,0.3859579812715003,0.3533816630388036,0.05180024677389898,-0.0010351966873705784,0.007984937198067633
CCL,20201029,8529774.0,545661.0,31564715,B/Q/N,12.34,12.98,0.055285,0.27023130099543113,0.027667968168940876,-0.4645797249599326,0.051863857374392267,0.04380529784431843
CCXI,20201029,280320.0,5069.0,2437456,B/Q/N,46.0,49.52,-0.052066999999999995,0.11500515291352952,0.11500515291352952,0.0,0.07652173913043485,0.03538057477467102
CDE,20201029,664592.0,51675.0,4280818,B/Q/N,6.81,6.98,0.021962000000000002,0.15524883328373223,-0.1540027894968521,-0.4963968077188088,0.02496328928047002,0.017563184313532997
CDEV,20201029,823505.0,5100.0,2325125,B/Q/N,0.55,0.5826,0.053526,0.3541766571689694,0.013922993516492455,-0.5688661715723968,0.0592727272727272,0.008354469423847403
CETX,20201029,705747.0,39843.0,1826592,B/Q/N,1.12,1.09,-0.018018,0.3863736400903979,-0.06685987875151511,-0.38938883792825874,-0.02678571428571431,0.10909368468669382
CGC,20201029,475603.0,225.0,3023418,B/Q/N,18.3,18.78,0.023991,0.1573063995782257,-0.02724890731162849,-0.15176341763745888,0.026229508196721332,0.008143401401320366
CHWY,20201029,733460.0,1932.0,4021327,B/Q/N,71.88,67.67,-0.060269,0.18239252863544794,-0.06227428367434809,-0.41626712788603837,-0.05856983861992201,0.04263161892573346
CIDM,20201029,705303.0,8575.0,2316915,B/Q/N,0.5075,0.4989,-0.010119,0.3044147066249733,0.024407623205106754,-0.16607308232064064,-0.01694581280788166,0.019046185471784785
CLDR,20201029,662713.0,7925.0,3048224,B/Q/N,9.65,9.88,0.028096,0.217409547329855,0.04773363717014062,-0.26115786572724914,0.023834196891191754,0.009752274970090423
CLF,20201029,933356.0,5670.0,8571165,B/Q/N,7.88,8.3,0.0401,0.10889488185095025,-0.027440263934225523,-0.15622053141430606,0.053299492385786906,0.021468612319534657
CLNY,20201029,2871683.0,1090.0,11089083,B/Q/N,3.5,3.66,0.05780300000000001,0.25896487563489246,0.16518905112995907,-0.3421033443551507,0.045714285714285756,0.02299787292940121
CLR,20201029,633560.0,2411.0,4425837,B/Q/N,11.85,12.31,0.016515,0.14315032388223967,0.14315032388223967,0.0,0.038818565400843955,0.012121294068154811
CLSK,20201029,716560.0,24756.0,1840264,B/Q/N,7.25,7.99,0.108183,0.3893789151991236,0.3893789151991236,0.0,0.10206896551724141,0.08427883058281808
CLVS,20201029,558791.0,3827.0,2854828,B/Q/N,5.2,5.15,-0.009615,0.1957354348493149,-0.07448939947532476,0.371239132095029,-0.009615384615384581,0.03236655945906427
CMCSA,20201029,2347504.0,6132.0,20354379,B/Q/N,42.08,43.06,0.025727000000000003,0.11533164436016446,0.03717000348377092,0.004849292444551781,0.023288973384030513,0.004464995369877899
CNC,20201029,574504.0,2816.0,5174327,B/Q/N,60.96,58.33,-0.046272,0.11102970492587731,0.11102970492587731,0.0,-0.043143044619422616,0.008924366482720778
CNK,20201029,685186.0,1654.0,5534597,B/Q/N,8.18,8.42,0.021845,0.12380052242286115,0.016325483806977084,-0.15147054652495373,0.029339853300733524,0.047033303873412986
CNP,20201029,340806.0,596.0,4505004,Q/N,21.21,21.48,0.008451,0.0756505432625587,-0.08451644996624429,-0.06434361010599389,0.01272984441301271,0.008268808934690296
CNST,20201029,191799.0,1808.0,3669877,B/Q/N,22.63,18.71,-0.19940100000000002,0.05226305949763439,0.05226305949763439,0.0,-0.17322138753866542,0.07726051637186265
CNX,20201029,557942.0,0.0,4160845,B/Q/N,9.38,9.82,0.013415999999999999,0.13409343534786805,0.013558931828370882,-0.3653152049661321,0.04690831556503192,0.01853359165576198
COG,20201029,870924.0,103.0,5301777,B/Q/N,17.85,18.39,0.012108,0.1642702060082874,-0.018576148249364904,-0.2184132886533514,0.030252100840336086,0.01330166737643238
COP,20201029,1730389.0,15907.0,15560131,B/Q/N,28.12,29.16,0.012851999999999999,0.11120658302941022,0.004676117354135423,0.018700859636184133,0.036984352773826425,0.0145699947215863
COTY,20201029,1322076.0,9500.0,13540166,B/Q/N,2.96,2.98,0.010169,0.0976410481230437,-0.04512408155798575,1.054444228819797,0.006756756756756763,0.017696624371076674
CPRI,20201029,596317.0,1300.0,5539158,B/Q/N,21.65,22.19,0.044235,0.10765480962991127,0.01129771904691193,0.45923915191091913,0.024942263279445855,0.03684305392521877
CRBP,20201029,675097.0,11754.0,2567327,B/Q/N,0.98,0.984,0.039839,0.26295715349077076,0.26295715349077076,0.0,0.004081632653061228,0.03141916474730669
CREE,20201029,627158.0,0.0,2946059,B/Q/N,64.04,63.21,-0.045454999999999995,0.21288032588620934,0.21288032588620934,0.0,-0.01296064959400383,0.02685164301329775
CRM,20201029,370104.0,336.0,4587088,B/Q/N,242.52,237.14,-0.005410000000000001,0.08068386741217957,-0.03201618587058558,0.03652558408802186,-0.02218373742371773,0.005040756043956044
CRWD,20201029,585724.0,6048.0,3185758,B/Q/N,132.36,127.36,-0.031998,0.1838570286883059,0.1838570286883059,0.0,-0.03777576307041412,0.01727538716766261
CS,20201029,698505.0,10779.0,6900277,B/Q/N,9.38,9.38,-0.054435000000000004,0.10122854488305325,0.10122854488305325,0.0,0.0,0.002819031121393507
CSCO,20201029,3775367.0,58489.0,35329869,B/Q/N,35.51,35.69,-0.0005600000000000001,0.10686048680225789,-0.04534365717417367,0.022232230149799675,0.005068994649394529,0.008369984677789535
CSX,20201029,484873.0,4006.0,5506165,B/Q/N,75.67,77.89,0.025813000000000003,0.08806001999576837,0.08806001999576837,0.0,0.029337914629311467,0.007199719266958529
CTRM,20201029,681818.0,207490.0,2823956,B/Q/N,0.1306,0.1316,0.024922,0.24144073066294233,0.0031360616364067284,-0.725272110345826,0.007656967840735076,0.021522024721204652
CTSH,20201029,957414.0,872.0,7110849,B/Q/N,74.83,71.02,-0.0011250000000000001,0.13464130654440842,-0.0402583890341445,-0.15793560409367327,-0.0509154082587198,0.013113822789804311
CVE,20201029,2111897.0,1339.0,16915420,B/Q/N,3.3,3.32,-0.03207,0.12485040276859811,-0.02736189552413644,0.09502567080390302,0.006060606060606067,0.013765020982859892
CVEO,20201029,156083.0,26920.0,1905101,B/Q/N,0.74,0.7298,-0.07772,0.08192898959162795,-0.142472471682372,-0.815339053932774,-0.013783783783783766,0.01116849910622742
CVS,20201029,1547851.0,4029.0,9755571,B/Q/N,56.46,55.93,-0.011313,0.15866329095447104,0.07107471980463964,-0.08486170307071668,-0.00938717676230962,0.007454378606551393
CVX,20201029,1632662.0,15048.0,12290122,B/Q/N,66.13,68.8,0.028708,0.13284343312458574,0.02925782118110802,-0.2300314813132563,0.040375018902162434,0.006384306700836342
CX,20201029,560869.0,20621.0,5850030,B/Q/N,3.9,3.98,0.015306,0.09587455107067827,0.04758619749320744,-0.013134355248554755,0.02051282051282053,0.0003864604785704355
CXO,20201029,271584.0,173.0,3924435,B/Q/N,40.74,42.11,0.016904,0.0692033375505009,-0.013322685329020895,-0.17119705245800268,0.033627884143348,0.01999155496273547
CYH,20201029,2062641.0,12461.0,7405364,B/Q/N,5.67,5.96,0.043783,0.2785333712157836,-0.057934767387038844,-0.6521531063619831,0.05114638447971782,0.06190793260708518
CZR,20201029,464706.0,0.0,3482554,B/Q/N,46.0,46.05,0.017455000000000002,0.13343827547254114,0.05847827778819896,-0.2185655621741783,0.0010869565217390686,0.017064888175999503
DAL,20201029,2858029.0,18211.0,16943379,B/Q/N,29.46,30.76,0.037437,0.16868117038519884,-0.03292999044766484,-0.254281732423715,0.04412763068567552,0.026568084817504587
DB,20201029,718190.0,1400.0,4710349,B/Q/N,9.18,9.24,-0.001081,0.15247065557138123,0.03276274264832338,-0.4458367956163409,0.006535947712418355,0.0022790837220343176
DD,20201029,434066.0,1423.0,6488954,B/Q/N,55.26,57.96,0.036666,0.0668930616552375,0.011267291708006992,0.23380822008450192,0.04885993485342025,0.008842614015969624
DDD,20201029,342493.0,5369.0,3331386,B/Q/N,6.02,6.1,0.020066999999999998,0.1028079604104718,-0.05214795925182539,-0.06516459306539694,0.01328903654485051,0.027501408675060863
DDOG,20201029,875427.0,541.0,2424376,B/Q/N,97.99,96.41,-0.00639,0.36109374123485793,0.36109374123485793,0.0,-0.016124094295336244,0.012773452401943367
DFEN,20201029,565954.0,127648.0,3423594,B/Q/N,8.79,8.88,0.031359,0.16530990532171747,0.025204607713310873,-0.3644507239605059,0.010238907849829539,0.17924574977770943
DGLY,20201029,3289109.0,169790.0,10021974,B/Q/N,2.41,2.36,-0.059760999999999995,0.3281897358743896,-0.043943605012742915,-0.3861839584867699,-0.02074688796680509,0.37702674030156197
DHY,20201029,703033.0,0.0,3649357,B/Q/N,2.1,2.11,0.014422999999999998,0.19264571813609904,-0.010823709219812405,-0.2016508394315715,0.00476190476190466,0.03525696645347161
DIA,20201029,579116.0,1113.0,5466178,B/Q/N,265.13,266.59,0.004181000000000001,0.10594532413690151,0.011276856888295841,-0.06001196528313853,0.0055067325462979655,0.06504035613159175
DIS,20201029,1269051.0,6692.0,9581393,B/Q/N,118.16,121.54,0.025914000000000003,0.13244953004223917,0.006478642989770883,-0.17789287510928017,0.028605280974949306,0.005302189832175586
DISCA,20201029,493774.0,1904.0,5898025,B/Q/N,19.13,19.735,0.024131,0.08371853289872458,-0.008142342943593062,0.16582333601562488,0.031625718766335624,0.036815325317293174
DKNG,20201029,3357114.0,26661.0,19729345,B/Q/N,39.1,37.37,-0.020446,0.1701584112397041,-0.015978020477093097,-0.2739554805485001,-0.04424552429667529,0.05216066067611862
DLPN,20201029,583492.0,5941.0,1619076,B/Q/N,0.638,0.7,0.102189,0.3603858002959713,0.3603858002959713,0.0,0.09717868338557985,0.05031331386277733
DNKN,20201029,239160.0,2474.0,2449621,B/Q/N,100.71,101.1,0.003673,0.09763142951501477,-0.08123245405737961,-0.2802544121354365,0.003872505212987793,0.029773785587943722
